RMS,Peak,Crest_Factor,Kurtosis,Skewness,1X_Amplitude,2X_Amplitude,3X_Amplitude,High_Freq_Energy,RUL,Fault_Type,Severity,Label
0.3674487572217199,0.7565424888127852,2.0589061030795235,1.7175069460992398,-0.0017905483376608963,5.383227028120128,1.6231292243258606,2.0451227921661923,2909.23362718179,111.31913524071265,normal,0.0,正常
0.3700377796435521,0.7844191537482311,2.1198353165556285,1.6932683267388717,0.004646133109403675,16.574714076537063,2.4002142171990073,1.624020256236558,3059.193008872965,108.37976232017621,normal,0.0,正常
0.3625220572977548,0.7630380977754888,2.1048046109612946,1.7184650377126296,-0.04221164039288794,48.49309329514261,2.14284987461811,1.2065593041633336,3004.4414502883806,99.95918149609683,normal,0.0,正常
0.37345282671259505,0.7389309009287861,1.9786458906561142,1.6928597367902383,0.02659574106482149,15.002546479970071,1.1908556803288608,1.9401843004303667,3183.7566232148065,84.46810365425497,normal,0.0,正常
0.3633250626946783,0.781913433754606,2.152104311096452,1.7037547285726968,0.01759987751041972,26.77394033295219,1.7122788819735253,1.027206532243888,2946.7835092275836,93.83102740634563,normal,0.0,正常
0.3676967218778455,0.7892229132212395,2.1463963812095974,1.7014458755569328,-0.024977544116638734,26.28378144337112,5.5602881626613305,3.589662814602624,3134.3901311793934,103.53067184631061,normal,0.0,正常
0.37314408638831426,0.7391529786153058,1.9808781797123338,1.7015640289639413,-0.0081624690563944,122.568184562077,0.501018445542257,2.072836173520179,3155.2878879546934,106.17658912114864,normal,0.0,正常
0.37683989310775223,0.8682061286318358,2.3039124692235915,1.7117390327119069,-0.010789183450080328,19.761261026266165,3.1409706804930315,2.6360238780370624,3352.415489104932,92.80026409377388,normal,0.0,正常
0.36995005836982425,0.7223880144302015,1.9526636044156511,1.730614138938525,-0.06368780430183926,128.89567564120364,1.8826732923526417,0.6219865777907814,3211.8473579309057,98.37128885650006,normal,0.0,正常
0.36465168948124665,0.6845044955759969,1.8771460967307534,1.6696324020032705,-0.010724125204478121,26.094218461245575,2.7748215142992314,1.6192208595618183,2950.5212777126953,97.18680517111146,normal,0.0,正常
